Time,ConcRT(ug/m3),ConcHR(ug/m3),ConcS(ug/m3),Flow(lpm),WS(m/s),WD(Deg),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
2020-07-04 12:00:00,+69705.9,+00028.4,+00033.1,+14.91,0,0,+027.7,47,659.1,+030.3,34,384
2020-07-04 14:00:00,+96000.6,+00018.0,+00021.0,+13.21,0,0,+027.6,47,658.4,+032.7,29,384
2020-07-04 15:00:00,+00020.1,+00022.3,+00026.0,+16.59,0,0,+027.8,45,658.1,+033.0,25,0
2020-07-04 16:00:00,+00024.6,+00026.8,+00031.2,+16.60,0,0,+026.8,44,657.8,+032.4,24,0
2020-07-04 17:00:00,+00035.1,+00034.6,+00040.1,+16.62,0,0,+025.6,47,657.4,+030.7,27,0
2020-07-04 18:00:00,+00035.7,+00041.2,+00047.7,+16.59,0,0,+025.0,52,657.6,+029.6,31,0
2020-07-04 19:00:00,+00040.9,+00042.6,+00049.1,+16.59,0,0,+024.1,54,657.6,+028.5,33,0
2020-07-04 20:00:00,+00045.1,+00053.7,+00061.7,+16.59,0,0,+023.0,60,657.7,+027.0,39,0
2020-07-04 21:00:00,+00052.7,+00055.3,+00063.4,+16.59,0,0,+022.4,63,657.9,+026.2,41,0
2020-07-04 22:00:00,+00044.4,+00048.5,+00055.4,+16.59,0,0,+021.9,65,658.2,+025.6,43,0
2020-07-04 23:00:00,+00051.0,+00051.1,+00058.3,+16.59,0,0,+021.6,67,658.4,+025.3,44,0
2020-07-05 0:00:00,+00047.6,+00047.7,+00054.4,+16.58,0,0,+021.2,68,658.3,+025.0,45,0
2020-07-05 1:00:00,+00039.5,+00042.9,+00048.9,+16.59,0,0,+021.2,70,658.2,+024.9,46,0
2020-07-05 2:00:00,+00041.2,+00046.4,+00053.0,+16.59,0,0,+021.3,71,658,+025.5,45,0
2020-07-05 3:00:00,+00047.8,+00049.0,+00055.9,+16.58,0,0,+021.1,73,657.5,+025.6,46,0
2020-07-05 4:00:00,+00034.7,+00036.6,+00041.8,+16.59,0,0,+021.5,73,657.2,+026.0,46,0
2020-07-05 5:00:00,+00033.4,+00033.3,+00038.1,+16.59,0,0,+021.4,75,657.1,+026.2,47,0
2020-07-05 6:00:00,+00023.0,+00026.3,+00030.1,+16.59,0,0,+021.8,76,657.3,+026.8,46,0
2020-07-05 7:00:00,+00025.4,+00033.5,+00038.3,+16.59,0,0,+021.7,75,657.5,+027.2,45,0
2020-07-05 8:00:00,+00040.6,+00044.0,+00050.2,+16.59,0,0,+020.8,79,657.6,+026.6,46,0
2020-07-05 9:00:00,+00038.6,+00041.8,+00048.0,+16.59,0,0,+023.1,72,658,+027.8,44,0
2020-07-05 10:00:00,+00071.7,+00079.3,+00091.6,+16.58,0,0,+024.9,65,658.3,+030.4,37,0
2020-07-05 11:00:00,+00056.0,+00058.8,+00068.1,+16.59,0,0,+025.6,63,658.4,+030.9,36,0
2020-07-05 12:00:00,+00055.7,+00055.9,+00065.0,+16.59,0,0,+026.6,59,658.3,+031.4,34,0
2020-07-05 13:00:00,+00046.1,+00042.8,+00049.7,+16.59,0,0,+026.8,54,658.1,+032.3,30,0
2020-07-05 14:00:00,+00026.9,+00027.7,+00032.3,+16.60,0,0,+027.3,47,657.7,+032.6,26,0
2020-07-05 15:00:00,+00036.2,+00037.8,+00044.1,+16.60,0,0,+027.2,50,657.2,+033.1,27,0
2020-07-05 16:00:00,+00030.4,+00028.9,+00033.7,+16.60,0,0,+027.3,51,656.8,+032.8,28,0
2020-07-05 17:00:00,+00030.9,+00035.1,+00040.9,+16.59,0,0,+027.1,51,656.5,+033.1,27,0
2020-07-05 18:00:00,+00027.4,+00031.3,+00036.3,+16.62,0,0,+025.8,52,656.4,+031.9,28,0
2020-07-05 19:00:00,+00038.1,+00042.4,+00048.9,+16.63,0,0,+024.0,58,656.5,+029.3,34,0
2020-07-05 20:00:00,+00055.2,+00060.1,+00069.0,+16.63,0,0,+022.8,63,656.7,+027.0,40,0
2020-07-05 21:00:00,+00055.9,+00057.1,+00065.5,+16.60,0,0,+022.1,70,657.1,+025.8,46,0
2020-07-05 22:00:00,+00044.9,+00044.2,+00050.7,+16.59,0,0,+022.3,70,657.4,+026.0,46,0
2020-07-05 23:00:00,+00037.7,+00039.7,+00045.5,+16.59,0,0,+022.2,70,657.4,+026.2,45,0
2020-07-06 0:00:00,+00030.5,+00032.5,+00037.2,+16.59,0,0,+021.9,71,657.5,+026.0,45,0
2020-07-06 1:00:00,+00038.2,+00036.5,+00041.7,+16.59,0,0,+021.4,72,657.6,+025.9,46,0
2020-07-06 2:00:00,+00040.2,+00044.4,+00050.7,+16.59,0,0,+020.8,75,657.1,+025.5,47,0
2020-07-06 3:00:00,+00024.9,+00022.7,+00025.9,+16.60,0,0,+020.9,74,656.8,+025.5,46,0
2020-07-06 4:00:00,+00020.1,+00025.2,+00028.8,+16.59,0,0,+021.7,71,656.7,+026.5,44,0
2020-07-06 5:00:00,+00027.1,+00023.7,+00027.1,+16.60,0,0,+021.8,73,656.8,+026.7,45,0
2020-07-06 6:00:00,+00041.1,+00045.1,+00051.5,+16.60,0,0,+021.3,76,657.2,+026.4,46,0
2020-07-06 7:00:00,+00022.7,+00020.1,+00022.9,+16.61,0,0,+019.8,83,657.6,+025.6,50,0
2020-07-06 8:00:00,+00025.8,+00024.2,+00027.5,+16.59,0,0,+019.0,89,657.9,+024.8,53,0
2020-07-06 9:00:00,+00021.8,+00021.6,+00024.5,+16.59,0,0,+018.8,91,658.4,+025.7,51,0
2020-07-06 10:00:00,+00028.3,+00031.8,+00036.0,+16.59,0,0,+018.8,90,658.9,+026.9,47,0
2020-07-06 11:00:00,+00020.7,+00017.9,+00020.2,+16.61,0,0,+018.1,94,659.3,+026.3,49,0
2020-07-06 12:00:00,+00027.5,+00031.2,+00035.2,+16.59,0,0,+018.8,94,659,+026.7,49,0
2020-07-06 13:00:00,+00027.3,+00030.9,+00035.2,+16.59,0,0,+020.8,91,658.5,+028.7,47,0
2020-07-06 14:00:00,+00039.7,+00043.1,+00049.4,+16.59,0,0,+022.3,87,658,+031.0,42,0
2020-07-06 15:00:00,+00035.7,+00038.7,+00044.6,+16.59,0,0,+024.5,75,657.4,+033.3,35,0
2020-07-06 16:00:00,+00034.5,+00032.2,+00037.1,+16.63,0,0,+024.0,70,657,+031.4,35,0
2020-07-06 17:00:00,+00032.1,+00031.1,+00035.8,+16.62,0,0,+023.8,67,656.9,+029.0,38,0
2020-07-06 18:00:00,+00027.7,+00026.0,+00030.0,+16.60,0,0,+023.6,70,656.9,+028.0,42,0
2020-07-06 19:00:00,+00023.3,+00031.0,+00035.6,+16.59,0,0,+022.9,74,657.1,+027.5,45,0
2020-07-06 20:00:00,+00033.7,+00033.6,+00038.4,+16.61,0,0,+021.4,80,657.4,+026.0,50,0
2020-07-06 21:00:00,+00033.0,+00035.0,+00040.0,+16.59,0,0,+021.2,83,657.6,+026.0,51,0
2020-07-06 22:00:00,+00063.1,+00073.2,+00083.5,+16.59,0,0,+021.1,85,658,+026.9,49,0
2020-07-06 23:00:00,+00062.5,+00064.6,+00073.6,+16.59,0,0,+020.9,84,658.2,+027.6,46,0
2020-07-07 0:00:00,+00058.1,+00058.8,+00067.0,+16.58,0,0,+020.8,83,658.2,+028.0,44,0
2020-07-07 1:00:00,+00080.9,+00087.8,+00100.0,+16.59,0,0,+020.7,85,658.1,+028.1,45,0
2020-07-07 2:00:00,+00101.6,+00105.0,+00119.4,+16.59,0,0,+020.4,89,657.9,+027.9,46,0
2020-07-07 3:00:00,+00074.2,+00075.2,+00085.5,+16.59,0,0,+020.1,90,657.6,+027.9,46,0
2020-07-07 4:00:00,+00063.3,+00057.8,+00065.8,+16.59,0,0,+020.0,88,657.5,+028.0,45,0
2020-07-07 5:00:00,+00043.7,+00051.8,+00058.8,+16.60,0,0,+019.9,87,657.5,+027.9,44,0
2020-07-07 6:00:00,+00054.4,+00060.3,+00068.4,+16.59,0,0,+019.4,90,657.8,+027.4,46,0
2020-07-07 7:00:00,+00056.5,+00062.2,+00070.4,+16.59,0,0,+018.9,94,657.9,+026.8,49,0
2020-07-07 8:00:00,+00058.9,+00071.2,+00080.5,+16.59,0,0,+019.1,95,658.3,+027.2,48,0
2020-07-07 9:00:00,+00058.9,+00055.1,+00062.4,+16.59,0,0,+019.7,91,659.3,+028.4,44,0
2020-07-07 10:00:00,+00023.8,+00026.4,+00029.9,+16.59,0,0,+019.2,88,659.9,+028.1,42,0
2020-07-07 11:00:00,+00025.9,+00026.4,+00029.9,+16.60,0,0,+019.3,90,659.8,+027.2,46,0
2020-07-07 12:00:00,+00025.8,+00021.7,+00024.7,+16.59,0,0,+020.8,85,659.6,+028.6,42,0
2020-07-07 13:00:00,+00024.2,+00023.9,+00027.4,+16.59,0,0,+023.1,74,659,+030.9,36,0
2020-07-07 14:00:00,+00026.9,+00031.2,+00035.9,+16.61,0,0,+024.1,66,658.6,+031.1,33,0
2020-07-07 15:00:00,+00028.2,+00028.4,+00032.8,+16.60,0,0,+025.1,59,658.1,+030.4,33,0
2020-07-07 16:00:00,+00021.8,+00025.0,+00029.0,+16.60,0,0,+025.5,58,657.4,+030.5,33,0
2020-07-07 18:00:00,+54368.4,+00045.8,+00052.8,+14.77,0,0,+023.9,66,657,+028.0,41,384
2020-07-07 19:00:00,+00052.4,+00058.7,+00067.3,+16.59,0,0,+022.6,73,657.2,+026.9,46,0
2020-07-07 20:00:00,+00052.8,+00052.8,+00060.3,+16.59,0,0,+021.5,81,657.8,+026.0,51,0
2020-07-07 21:00:00,+00044.2,+00051.5,+00058.7,+16.59,0,0,+020.7,86,658.1,+026.3,52,0
2020-07-07 22:00:00,+00038.8,+00045.4,+00051.7,+16.59,0,0,+020.9,87,658.5,+027.4,48,0
2020-07-07 23:00:00,+00059.6,+00066.6,+00075.9,+16.59,0,0,+021.1,86,658.7,+028.7,45,0
2020-07-08 0:00:00,+00079.0,+00087.3,+00099.4,+16.59,0,0,+021.0,86,658.7,+028.9,44,0
2020-07-08 1:00:00,+00060.2,+00062.7,+00071.4,+16.59,0,0,+020.9,85,658.6,+028.8,43,0
2020-07-08 2:00:00,+00068.9,+00072.1,+00082.0,+16.59,0,0,+020.7,86,658.6,+028.2,45,0
2020-07-08 3:00:00,+00071.9,+00083.2,+00094.6,+16.59,0,0,+020.3,89,658.1,+027.8,47,0
2020-07-08 4:00:00,+00052.9,+00052.9,+00060.1,+16.59,0,0,+020.0,91,657.8,+027.7,47,0
2020-07-08 5:00:00,+00041.8,+00047.6,+00054.1,+16.59,0,0,+019.7,91,658.1,+027.7,46,0
2020-07-08 6:00:00,+00044.4,+00044.0,+00049.9,+16.59,0,0,+019.3,92,658.6,+027.6,46,0
2020-07-08 7:00:00,+00039.5,+00044.7,+00050.6,+16.59,0,0,+019.0,93,658.9,+027.5,46,0
2020-07-08 8:00:00,+00049.8,+00049.9,+00056.5,+16.59,0,0,+019.4,92,659,+027.7,46,0
2020-07-08 9:00:00,+00046.7,+00049.4,+00056.1,+16.59,0,0,+020.7,87,659.6,+028.8,43,0
2020-07-08 10:00:00,+00044.3,+00046.2,+00052.5,+16.59,0,0,+021.3,82,660.2,+029.8,39,0
2020-07-08 11:00:00,+00021.6,+00019.6,+00022.3,+16.61,0,0,+021.3,80,660.2,+028.7,40,0
2020-07-08 12:00:00,+00027.6,+00026.9,+00030.9,+16.59,0,0,+024.0,70,660,+030.4,36,0
2020-07-08 13:00:00,+00030.7,+00032.7,+00037.8,+16.60,0,0,+025.9,59,659.6,+031.9,31,0
2020-07-08 14:00:00,+00037.7,+00038.1,+00044.0,+16.60,0,0,+025.8,61,659.2,+032.2,32,0
2020-07-08 15:00:00,+00029.1,+00031.4,+00036.3,+16.60,0,0,+025.3,64,658.7,+031.7,34,0
2020-07-08 16:00:00,+00021.7,+00022.4,+00026.0,+16.60,0,0,+026.0,61,658.2,+031.7,33,0
2020-07-08 17:00:00,+00024.1,+00026.6,+00030.8,+16.61,0,0,+025.7,56,657.9,+031.8,30,0
2020-07-08 18:00:00,+00028.6,+00030.0,+00034.6,+16.62,0,0,+024.1,63,657.9,+029.8,35,0
2020-07-08 19:00:00,+00029.5,+00033.7,+00038.7,+16.61,0,0,+023.4,65,658,+028.0,39,0
2020-07-08 20:00:00,+00031.7,+00037.4,+00042.9,+16.60,0,0,+022.4,75,657.9,+026.8,47,0
2020-07-08 21:00:00,+00040.6,+00045.2,+00051.6,+16.59,0,0,+021.4,81,658.2,+026.1,50,0
2020-07-08 22:00:00,+00047.4,+00057.3,+00065.4,+16.59,0,0,+021.4,82,658.7,+026.8,48,0
2020-07-08 23:00:00,+00073.5,+00077.0,+00087.7,+16.59,0,0,+021.3,83,659,+027.6,46,0
2020-07-09 0:00:00,+00072.3,+00073.6,+00083.8,+16.59,0,0,+020.9,84,658.9,+027.7,46,0
2020-07-09 1:00:00,+00051.5,+00049.7,+00056.5,+16.59,0,0,+020.5,84,658.9,+027.4,45,0
2020-07-09 2:00:00,+99999.0,+00089.7,+00101.9,+13.19,0,0,+020.1,87,658.7,+025.8,50,384
2020-07-09 3:00:00,+01729.7,+00064.3,+00073.0,+16.60,0,0,+020.0,87,658.4,+024.8,53,0
2020-07-09 4:00:00,+00060.5,+00066.9,+00076.0,+16.59,0,0,+020.0,87,658.2,+025.9,50,0
2020-07-09 5:00:00,+00060.6,+00062.1,+00070.4,+16.59,0,0,+019.6,89,658.2,+026.8,46,0
2020-07-09 6:00:00,+00041.6,+00042.1,+00047.7,+16.59,0,0,+019.3,86,658.3,+027.0,44,0
2020-07-09 7:00:00,+00037.2,+00038.5,+00043.5,+16.60,0,0,+018.8,85,658.5,+026.2,44,0
2020-07-09 8:00:00,+00057.9,+00068.5,+00077.5,+16.59,0,0,+019.2,84,658.7,+026.1,45,0
2020-07-09 9:00:00,+00057.4,+00062.8,+00071.8,+16.59,0,0,+022.4,75,659.1,+028.3,40,0
2020-07-09 10:00:00,+00045.2,+00048.6,+00056.0,+16.59,0,0,+024.4,68,659.2,+030.9,35,0
2020-07-09 11:00:00,+00043.0,+00046.5,+00053.8,+16.59,0,0,+025.6,66,659.2,+031.4,36,0
2020-07-09 12:00:00,+00043.9,+00048.8,+00055.9,+16.61,0,0,+022.9,70,659.1,+029.8,37,0
2020-07-09 13:00:00,+00040.5,+00038.8,+00044.6,+16.60,0,0,+023.6,75,658.6,+027.8,45,0
2020-07-09 14:00:00,+00030.2,+00029.1,+00033.8,+16.59,0,0,+026.2,63,658,+030.2,37,0
2020-07-09 15:00:00,+00028.1,+00031.1,+00036.4,+16.59,0,0,+027.8,56,657.5,+032.9,31,0
2020-07-09 16:00:00,+00024.5,+00028.9,+00033.8,+16.59,0,0,+027.7,54,657,+033.7,29,0
2020-07-09 17:00:00,+00022.4,+00024.6,+00028.7,+16.60,0,0,+027.2,53,656.8,+033.6,27,0
2020-07-09 18:00:00,+00024.7,+00026.5,+00030.8,+16.60,0,0,+026.3,54,656.6,+032.6,28,0
2020-07-09 19:00:00,+00030.3,+00037.7,+00043.5,+16.62,0,0,+024.5,62,656.6,+030.2,35,0
2020-07-09 20:00:00,+00046.2,+00049.2,+00056.5,+16.63,0,0,+022.4,69,657,+027.1,42,0
2020-07-09 21:00:00,+00067.2,+00074.0,+00084.4,+16.59,0,0,+020.8,80,657.2,+025.2,51,0
2020-07-09 22:00:00,+00055.8,+00059.4,+00067.7,+16.59,0,0,+020.4,83,657.5,+025.3,51,0
2020-07-09 23:00:00,+00060.3,+00060.2,+00068.4,+16.59,0,0,+020.2,84,657.7,+026.2,48,0
2020-07-10 0:00:00,+00047.2,+00047.1,+00053.6,+16.59,0,0,+020.5,82,657.9,+027.2,45,0
2020-07-10 1:00:00,+00055.5,+00060.1,+00068.3,+16.59,0,0,+019.9,84,658,+027.3,44,0
2020-07-10 2:00:00,+00036.8,+00036.7,+00041.7,+16.59,0,0,+019.9,84,657.8,+026.8,44,0
2020-07-10 3:00:00,+00045.6,+00049.4,+00056.2,+16.59,0,0,+020.2,82,657.5,+027.3,43,0
2020-07-10 4:00:00,+00065.3,+00071.9,+00081.7,+16.59,0,0,+019.8,86,657.5,+027.0,45,0
2020-07-10 5:00:00,+00053.2,+00053.9,+00061.2,+16.59,0,0,+019.7,85,657.4,+026.9,45,0
2020-07-10 6:00:00,+00043.9,+00051.0,+00057.9,+16.59,0,0,+019.8,83,657.6,+026.8,44,0
2020-07-10 7:00:00,+00039.5,+00038.7,+00044.0,+16.59,0,0,+020.1,80,657.7,+026.9,42,0
2020-07-10 8:00:00,+00055.4,+00064.3,+00073.2,+16.59,0,0,+020.6,76,658.2,+026.6,42,0
2020-07-10 9:00:00,+00094.0,+00107.2,+00122.4,+16.59,0,0,+021.8,73,658.7,+027.0,41,0
2020-07-10 10:00:00,+00072.0,+00062.2,+00071.4,+16.59,0,0,+023.6,62,658.7,+027.9,36,0
2020-07-10 11:00:00,+00043.8,+00049.0,+00056.8,+16.59,0,0,+026.4,54,658.8,+030.8,31,0
2020-07-10 12:00:00,+00033.2,+00035.9,+00041.7,+16.59,0,0,+027.1,54,658.3,+032.9,29,0
2020-07-10 13:00:00,+00029.9,+00032.1,+00037.2,+16.62,0,0,+026.5,58,658,+032.3,32,0
2020-07-10 14:00:00,+00042.4,+00048.4,+00055.6,+16.61,0,0,+023.5,73,657.9,+029.7,41,0
2020-07-10 15:00:00,+00037.5,+00035.7,+00040.6,+16.62,0,0,+020.5,90,657.9,+025.4,56,0
2020-07-10 16:00:00,+00009.0,+00007.5,+00008.7,+16.59,0,0,+023.6,83,657,+028.3,50,0
2020-07-10 17:00:00,+00021.3,+00022.2,+00025.8,+16.59,0,0,+025.5,71,656.7,+033.0,35,0
2020-07-10 18:00:00,+00023.2,+00025.3,+00029.3,+16.62,0,0,+024.3,71,656.8,+031.7,36,0
2020-07-10 19:00:00,+00025.7,+00024.3,+00027.9,+16.62,0,0,+023.0,75,657.1,+028.2,43,0
2020-07-10 20:00:00,+00031.1,+00029.9,+00034.3,+16.59,0,0,+022.0,80,657.4,+026.5,49,0
2020-07-10 21:00:00,+00026.8,+00030.1,+00034.4,+16.59,0,0,+021.3,82,657.6,+026.2,50,0
2020-07-10 22:00:00,+00030.3,+00032.6,+00037.2,+16.59,0,0,+020.5,86,657.9,+026.4,50,0
2020-07-10 23:00:00,+00036.2,+00038.2,+00043.4,+16.59,0,0,+020.2,89,658.3,+026.9,49,0
2020-07-11 0:00:00,+00032.5,+00036.3,+00041.3,+16.59,0,0,+020.5,88,658.5,+028.1,46,0
2020-07-11 1:00:00,+00024.0,+00026.7,+00030.4,+16.59,0,0,+020.7,87,658.1,+028.7,44,0
2020-07-11 2:00:00,+00024.1,+00024.4,+00027.8,+16.60,0,0,+020.2,89,658.1,+028.2,45,0
2020-07-11 3:00:00,+00026.2,+00030.4,+00034.5,+16.59,0,0,+019.6,92,658,+027.6,46,0
2020-07-11 4:00:00,+00032.4,+00035.1,+00039.8,+16.59,0,0,+019.4,94,657.7,+027.6,47,0
2020-07-11 5:00:00,+00040.3,+00035.2,+00040.0,+16.59,0,0,+019.6,94,658.1,+028.1,46,0
2020-07-11 6:00:00,+00038.2,+00046.7,+00052.9,+16.59,0,0,+019.8,94,658.6,+028.6,45,0
2020-07-11 7:00:00,+00045.7,+00049.9,+00056.6,+16.59,0,0,+019.9,94,658.7,+028.8,45,0
2020-07-11 8:00:00,+00067.6,+00076.3,+00086.4,+16.59,0,0,+019.8,94,659,+028.5,45,0
2020-07-11 9:00:00,+00077.4,+00080.2,+00090.8,+16.59,0,0,+019.9,93,659.7,+028.7,45,0
2020-07-11 10:00:00,+00032.1,+00023.3,+00026.2,+16.60,0,0,+018.3,94,660.6,+027.1,45,0
2020-07-11 11:00:00,+00018.1,+00022.3,+00025.0,+16.61,0,0,+017.2,96,661,+025.4,49,0
2020-07-11 12:00:00,+00031.5,+00033.7,+00037.8,+16.59,0,0,+017.4,97,660.7,+025.6,49,0
2020-07-11 13:00:00,+00029.5,+00026.8,+00030.2,+16.59,0,0,+018.5,95,660.1,+027.1,46,0
2020-07-11 14:00:00,+00027.1,+00023.5,+00026.6,+16.59,0,0,+020.4,89,659.7,+029.2,41,0
2020-07-11 15:00:00,+00017.7,+00020.1,+00023.0,+16.59,0,0,+022.4,81,659.3,+031.5,37,0
2020-07-11 16:00:00,+00024.8,+00022.7,+00026.0,+16.62,0,0,+022.6,81,658.8,+031.0,38,0
2020-07-11 17:00:00,+00016.0,+00023.9,+00027.4,+16.61,0,0,+022.6,80,658.3,+029.6,41,0
2020-07-11 18:00:00,+00026.1,+00023.9,+00027.3,+16.62,0,0,+021.9,80,658.3,+027.7,44,0
2020-07-11 19:00:00,+00022.1,+00023.7,+00027.0,+16.62,0,0,+020.8,80,658.7,+025.9,47,0
2020-07-11 20:00:00,+00028.8,+00032.7,+00037.2,+16.59,0,0,+020.2,85,658.9,+025.0,51,0
2020-07-11 21:00:00,+00032.7,+00033.3,+00037.7,+16.59,0,0,+020.1,88,659.4,+025.8,51,0
2020-07-11 22:00:00,+00035.1,+00039.6,+00044.9,+16.59,0,0,+020.1,89,659.6,+027.1,48,0
2020-07-11 23:00:00,+00042.9,+00044.9,+00050.9,+16.59,0,0,+020.1,90,659.6,+028.0,46,0
2020-07-12 0:00:00,+00041.5,+00043.6,+00049.4,+16.59,0,0,+019.5,92,659.5,+027.6,46,0
2020-07-12 1:00:00,+00043.6,+00050.2,+00056.8,+16.59,0,0,+019.4,94,658.9,+027.4,48,0
2020-07-12 2:00:00,+00065.5,+00069.2,+00078.2,+16.59,0,0,+018.9,95,658.6,+027.6,46,0
2020-07-12 3:00:00,+00048.2,+00046.1,+00052.2,+16.59,0,0,+019.2,95,658.1,+028.1,45,0
2020-07-12 4:00:00,+00054.2,+00060.1,+00068.1,+16.59,0,0,+019.3,95,658,+028.6,44,0
2020-07-12 5:00:00,+00066.3,+00067.7,+00076.7,+16.59,0,0,+019.3,96,658.3,+028.5,45,0
2020-07-12 6:00:00,+00057.6,+00057.6,+00065.2,+16.59,0,0,+019.1,96,658.5,+028.1,45,0
2020-07-12 7:00:00,+00046.4,+00049.9,+00056.4,+16.59,0,0,+019.0,95,658.8,+027.9,46,0
2020-07-12 8:00:00,+00048.8,+00052.3,+00059.1,+16.59,0,0,+019.2,96,659.2,+028.1,45,0
2020-07-12 9:00:00,+00065.0,+00075.2,+00085.1,+16.59,0,0,+019.7,95,659.6,+028.8,44,0
2020-07-12 10:00:00,+00064.7,+00070.2,+00079.7,+16.59,0,0,+020.8,92,660,+029.8,43,0
2020-07-12 11:00:00,+00065.7,+00071.9,+00082.2,+16.59,0,0,+023.0,84,659.9,+031.4,39,0
2020-07-12 12:00:00,+00055.7,+00045.0,+00051.9,+16.59,0,0,+025.2,71,659.7,+033.2,33,0
2020-07-12 13:00:00,+00023.2,+00023.3,+00026.9,+16.61,0,0,+025.4,65,659.5,+032.4,32,0
2020-07-12 14:00:00,+00017.1,+00013.3,+00015.3,+16.62,0,0,+024.0,67,659.3,+030.1,35,0
2020-07-12 15:00:00,+00009.9,+00012.7,+00014.8,+16.60,0,0,+025.8,63,658.7,+031.2,34,0
2020-07-12 16:00:00,+00017.6,+00014.1,+00016.4,+16.60,0,0,+026.3,60,658.2,+032.5,31,0
2020-07-12 17:00:00,+00006.2,+00003.9,+00004.5,+16.61,0,0,+025.8,56,657.8,+031.6,29,0
2020-07-12 18:00:00,+00009.2,+00011.7,+00013.6,+16.60,0,0,+026.1,53,657.7,+032.4,28,0
2020-07-12 19:00:00,+00015.5,+00020.6,+00023.7,+16.62,0,0,+023.5,63,657.8,+029.8,34,0
2020-07-12 20:00:00,+00025.3,+00035.3,+00040.3,+16.62,0,0,+021.3,73,658,+026.2,44,0
2020-07-12 21:00:00,+00057.2,+00061.2,+00069.5,+16.60,0,0,+020.2,81,658.5,+024.7,50,0
2020-07-12 22:00:00,+00053.5,+00049.9,+00056.6,+16.59,0,0,+019.8,82,658.7,+024.8,49,0
2020-07-12 23:00:00,+00046.1,+00051.3,+00058.3,+16.59,0,0,+020.1,82,658.7,+025.6,48,0
2020-07-13 0:00:00,+00043.3,+00049.2,+00055.9,+16.59,0,0,+020.0,83,658.5,+026.5,46,0
2020-07-13 1:00:00,+00041.7,+00044.0,+00049.9,+16.59,0,0,+019.7,85,658.3,+026.7,45,0
2020-07-13 2:00:00,+00045.7,+00056.3,+00063.9,+16.59,0,0,+019.6,84,658.2,+026.7,45,0
2020-07-13 3:00:00,+00161.9,+00171.5,+00193.5,+16.59,0,0,+018.1,90,658.2,+025.8,47,0
2020-07-13 4:00:00,+00041.6,+00041.3,+00046.7,+16.59,0,0,+018.3,90,658.1,+025.9,47,0
2020-07-13 5:00:00,+00027.3,+00030.4,+00034.3,+16.59,0,0,+017.9,91,658.2,+025.9,46,0
2020-07-13 6:00:00,+00022.3,+00024.2,+00027.3,+16.59,0,0,+017.5,93,658.2,+025.8,46,0
2020-07-13 7:00:00,+00020.0,+00020.3,+00022.9,+16.59,0,0,+017.5,93,658.4,+025.8,47,0
2020-07-13 8:00:00,+00026.5,+00029.2,+00032.9,+16.59,0,0,+018.1,92,658.7,+026.3,45,0
2020-07-13 9:00:00,+00028.0,+00032.6,+00036.8,+16.59,0,0,+019.0,89,659.1,+027.5,43,0
2020-07-13 10:00:00,+00023.9,+00027.9,+00031.7,+16.59,0,0,+020.5,84,659.2,+028.4,41,0
2020-07-13 11:00:00,+00029.1,+00031.3,+00035.9,+16.59,0,0,+023.1,74,659,+031.1,35,0
2020-07-13 12:00:00,+00023.5,+00025.4,+00029.2,+16.60,0,0,+024.2,70,658.9,+030.8,35,0
2020-07-13 13:00:00,+00017.5,+00018.6,+00021.5,+16.60,0,0,+025.4,62,658.4,+031.1,32,0
2020-07-13 14:00:00,+00026.0,+00025.3,+00029.3,+16.61,0,0,+025.8,58,657.8,+031.7,31,0
2020-07-13 15:00:00,+00011.7,+00013.6,+00015.8,+16.59,0,0,+027.1,53,657.1,+032.2,29,0
2020-07-13 16:00:00,+00020.4,+00021.1,+00024.7,+16.60,0,0,+027.1,54,656.5,+033.6,27,0
2020-07-13 17:00:00,+00012.8,+00016.5,+00019.2,+16.60,0,0,+025.9,58,656.2,+033.0,29,0
2020-07-13 18:00:00,+00014.1,+00017.0,+00019.6,+16.63,0,0,+024.4,64,656.3,+031.3,33,0
2020-07-13 19:00:00,+00020.6,+00019.4,+00022.3,+16.62,0,0,+023.1,66,656.7,+029.1,36,0
2020-07-13 20:00:00,+00022.7,+00025.1,+00028.7,+16.62,0,0,+021.5,74,656.9,+026.3,45,0
2020-07-13 21:00:00,+00031.4,+00039.8,+00045.4,+16.60,0,0,+020.9,78,657.1,+025.2,49,0
2020-07-13 22:00:00,+00041.9,+00040.0,+00045.5,+16.59,0,0,+020.3,82,657.7,+025.2,50,0
2020-07-13 23:00:00,+00026.8,+00026.1,+00029.8,+16.59,0,0,+020.3,83,657.7,+025.7,49,0
2020-07-14 0:00:00,+00048.1,+00055.7,+00063.3,+16.59,0,0,+020.2,84,657.7,+026.7,46,0
2020-07-14 1:00:00,+00063.5,+00059.9,+00068.2,+16.59,0,0,+020.2,86,657.6,+027.3,45,0
2020-07-14 2:00:00,+00058.8,+00066.0,+00075.2,+16.59,0,0,+020.5,85,657.3,+027.9,44,0
2020-07-14 3:00:00,+00067.4,+00073.5,+00083.7,+16.59,0,0,+020.2,87,657.2,+027.7,45,0
2020-07-14 4:00:00,+00047.6,+00047.5,+00054.1,+16.59,0,0,+020.1,88,657,+027.4,46,0
2020-07-14 5:00:00,+00031.8,+00030.0,+00034.1,+16.59,0,0,+019.9,88,657,+027.3,46,0
